Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
T2c,7,2015-02-22,0,0,0,0,0,0
T3a,7,2015-02-22,0,0,0,0,0,0
T3b,7,2015-02-22,0,0,0,0,0,0
T3c,7,2015-02-22,0,0,0,0,0,0
T3d,7,2015-02-22,0,0,0,0,0,0
T1a,6,2015-02-21,6474,725,1,0,0,0
T1b,6,2015-02-21,5368,848,1,0,0,0
T1c,6,2015-02-21,4397,403,1,0,0,0
T2a,6,2015-02-21,11117,1447,1,0,0,0
T2b,6,2015-02-21,3662,379,1,0,0,0
T2c,6,2015-02-21,5840,571,1,0,0,0
T3a,6,2015-02-21,8276,1065,1,0,0,0
T3b,6,2015-02-21,11792,899,1,0,0,0
T3c,6,2015-02-21,5134,610,1,0,0,0
T3d,6,2015-02-21,2410,280,1,0,0,0
T1a,5,2015-02-20,7930,767,1,1,0,0
T1b,5,2015-02-20,7496,1020,1,1,0,0
T1c,5,2015-02-20,5431,475,1,1,0,0
T2a,5,2015-02-20,9995,1315,1,1,0,0
T2b,5,2015-02-20,4816,517,1,1,0,0
T2c,5,2015-02-20,9036,871,1,1,0,0
T3a,5,2015-02-20,8277,1000,1,1,0,0
T3b,5,2015-02-20,12356,914,1,1,0,1
T3c,5,2015-02-20,6127,716,1,1,0,0
T3d,5,2015-02-20,3489,480,1,1,0,0
T1a,4,2015-02-19,7252,748,1,1,0,0
T1b,4,2015-02-19,6998,1026,1,1,0,0
T1c,4,2015-02-19,4831,415,1,1,0,0
T2a,4,2015-02-19,9624,1259,1,1,0,0
T2b,4,2015-02-19,5280,496,1,1,0,0
T2c,4,2015-02-19,8025,815,1,1,0,0
T3a,4,2015-02-19,7224,930,1,1,0,0
T3b,4,2015-02-19,11678,893,1,1,0,1
T3c,4,2015-02-19,6495,759,1,1,0,0
T3d,4,2015-02-19,3929,505,1,1,0,0
T1a,3,2015-02-18,7790,780,1,1,0,0
T1b,3,2015-02-18,7600,1059,1,1,0,0
T1c,3,2015-02-18,5284,460,1,1,0,0
T2a,3,2015-02-18,9513,1253,1,1,0,0
T2b,3,2015-02-18,5232,453,1,1,0,0
T2c,3,2015-02-18,8929,879,1,1,0,0
T3a,3,2015-02-18,6894,925,1,1,0,0
T3b,3,2015-02-18,10938,823,1,1,0,1
T3c,3,2015-02-18,6997,781,1,1,0,0
T3d,3,2015-02-18,4451,583,1,1,0,0
T1a,2,2015-02-17,8724,783,1,1,0,0
T1b,2,2015-02-17,8491,1153,1,1,0,0
T1c,2,2015-02-17,5391,467,1,1,0,0
T2a,2,2015-02-17,10132,1288,1,1,0,0
T2b,2,2015-02-17,5101,468,1,1,0,0
T2c,2,2015-02-17,9359,874,1,1,0,0
T3a,2,2015-02-17,7569,968,1,1,0,0
T3b,2,2015-02-17,10109,740,1,1,0,1
T3c,2,2015-02-17,7223,773,1,1,0,0
T3d,2,2015-02-17,4542,581,1,1,0,0
T1a,1,2015-02-16,9269,903,1,1,0,0
T1b,1,2015-02-16,9354,1174,1,1,0,0
T1c,1,2015-02-16,6748,528,1,1,0,0
T2a,1,2015-02-16,12125,1482,1,1,0,0
T2b,1,2015-02-16,6476,592,1,1,0,0
T2c,1,2015-02-16,10392,970,1,1,0,0
T3a,1,2015-02-16,9628,1123,1,1,0,0
T3b,1,2015-02-16,16127,1126,1,1,0,1
T3c,1,2015-02-16,8463,873,1,1,0,0
T3d,1,2015-02-16,5217,617,1,1,0,0
T1a,7,2015-02-15,0,0,0,0,0,0
T1b,7,2015-02-15,0,0,0,0,0,0
T1c,7,2015-02-15,0,0,0,0,0,0
T2a,7,2015-02-15,0,0,0,0,0,0
T2b,7,2015-02-15,0,0,0,0,0,0
T2c,7,2015-02-15,0,0,0,0,0,0
T3a,7,2015-02-15,0,0,0,0,0,0
T3b,7,2015-02-15,0,0,0,0,0,0
T3c,7,2015-02-15,0,0,0,0,0,0
T3d,7,2015-02-15,0,0,0,0,0,0
T1a,6,2015-02-14,7322,802,1,0,0,0
T1b,6,2015-02-14,5896,970,1,0,0,0
T1c,6,2015-02-14,4806,428,1,0,0,0
T2a,6,2015-02-14,11809,1488,1,0,0,0
T2b,6,2015-02-14,3562,404,1,0,0,0
T2c,6,2015-02-14,6485,598,1,0,0,0
T3a,6,2015-02-14,8051,1059,1,0,0,0
T3b,6,2015-02-14,12225,901,1,0,0,0
T3c,6,2015-02-14,5848,682,1,0,0,0
T3d,6,2015-02-14,2547,324,1,0,0,0
T1a,5,2015-02-13,6748,754,1,0,0,0
T1b,5,2015-02-13,5969,956,1,0,0,0
T1c,5,2015-02-13,4868,475,1,0,0,0
T2a,5,2015-02-13,9359,1242,1,0,0,0
T2b,5,2015-02-13,5222,596,1,0,0,0
T2c,5,2015-02-13,8533,855,1,0,0,0
T3a,5,2015-02-13,7254,969,1,0,0,0
T3b,5,2015-02-13,11145,883,1,0,0,0
T3c,5,2015-02-13,6707,797,1,0,0,0
T3d,5,2015-02-13,4100,571,1,0,0,0
T1a,4,2015-02-12,6022,673,1,0,0,0
T1b,4,2015-02-12,5258,841,1,0,0,0
T1c,4,2015-02-12,4152,405,1,0,0,0
T2a,4,2015-02-12,9040,1209,1,0,0,0
T2b,4,2015-02-12,3650,563,1,0,0,0
T2c,4,2015-02-12,7857,823,1,0,0,0
T3a,4,2015-02-12,6287,855,1,0,0,0
T3b,4,2015-02-12,9898,774,1,0,0,0
T3c,4,2015-02-12,5275,686,1,0,0,0
T3d,4,2015-02-12,3822,524,1,0,0,0
T1a,3,2015-02-11,5914,679,1,0,0,0
T1b,3,2015-02-11,5033,825,1,0,0,0
T1c,3,2015-02-11,4695,429,1,0,0,0
T2a,3,2015-02-11,8637,1185,1,0,0,0
T2b,3,2015-02-11,4361,614,1,0,0,0
T2c,3,2015-02-11,7292,763,1,0,0,0
T3a,3,2015-02-11,6805,913,1,0,0,0
T3b,3,2015-02-11,9781,775,1,0,0,0
T3c,3,2015-02-11,5910,705,1,0,0,0
T3d,3,2015-02-11,4050,550,1,0,0,0
T1a,2,2015-02-10,6174,675,1,0,0,0
T1b,2,2015-02-10,5278,854,1,0,0,0
T1c,2,2015-02-10,4221,433,1,0,0,0
T2a,2,2015-02-10,8458,1183,1,0,0,0
T2b,2,2015-02-10,4396,630,1,0,0,0
T2c,2,2015-02-10,7882,780,1,0,0,0
T3a,2,2015-02-10,6358,920,1,0,0,0
T3b,2,2015-02-10,9324,741,1,0,0,0
T3c,2,2015-02-10,6244,779,1,0,0,0
T3d,2,2015-02-10,3935,541,1,0,0,0
T1a,1,2015-02-09,6144,705,1,0,0,0
T1b,1,2015-02-09,4999,840,1,0,0,0
T1c,1,2015-02-09,4794,470,1,0,0,0
T2a,1,2015-02-09,9175,1252,1,0,0,0
T2b,1,2015-02-09,4493,600,1,0,0,0
T2c,1,2015-02-09,8278,853,1,0,0,0
T3a,1,2015-02-09,6298,914,1,0,0,0
T3b,1,2015-02-09,9944,816,1,0,0,0
T3c,1,2015-02-09,6087,770,1,0,0,0
T3d,1,2015-02-09,4094,587,1,0,0,0
T1a,7,2015-02-08,0,0,0,0,0,0
T1b,7,2015-02-08,0,0,0,0,0,0
T1c,7,2015-02-08,0,0,0,0,0,0
T2a,7,2015-02-08,0,0,0,0,0,0
T2b,7,2015-02-08,0,0,0,0,0,0
T2c,7,2015-02-08,0,0,0,0,0,0
T3a,7,2015-02-08,0,0,0,0,0,0
T3b,7,2015-02-08,0,0,0,0,0,0
T3c,7,2015-02-08,0,0,0,0,0,0
T3d,7,2015-02-08,0,0,0,0,0,0
T1a,6,2015-02-07,7361,775,1,0,0,0
T1b,6,2015-02-07,5163,883,1,0,0,0
T1c,6,2015-02-07,3533,336,1,0,0,0
T2a,6,2015-02-07,10546,1320,1,0,0,0
T2b,6,2015-02-07,3608,383,1,0,0,0
T2c,6,2015-02-07,6135,581,1,0,0,0
T3a,6,2015-02-07,7742,1026,1,0,0,0
T3b,6,2015-02-07,12608,945,1,0,0,0
T3c,6,2015-02-07,5030,621,1,0,0,0
T3d,6,2015-02-07,2632,293,1,0,0,0
T1a,5,2015-02-06,8430,814,1,1,0,0
T1b,5,2015-02-06,7558,1091,1,1,0,0
T1c,5,2015-02-06,4747,432,1,1,0,1
T2a,5,2015-02-06,9380,1192,1,1,0,1
T2b,5,2015-02-06,5511,625,1,1,0,0
T2c,5,2015-02-06,8568,818,1,1,0,1
T3a,5,2015-02-06,8487,1057,1,1,0,0
T3b,5,2015-02-06,11933,871,1,1,0,0
T3c,5,2015-02-06,7525,834,1,1,0,0
T3d,5,2015-02-06,4154,560,1,1,0,0
T1a,4,2015-02-05,7780,772,1,1,0,0
T1b,4,2015-02-05,7265,1048,1,1,0,0
T1c,4,2015-02-05,4560,402,1,1,0,1
T2a,4,2015-02-05,9731,1204,1,1,0,1
T2b,4,2015-02-05,5012,619,1,1,0,0
T2c,4,2015-02-05,8539,801,1,1,0,1
T3a,4,2015-02-05,7732,988,1,1,0,0
T3b,4,2015-02-05,11499,812,1,1,0,0
T3c,4,2015-02-05,6915,774,1,1,0,0
T3d,4,2015-02-05,4372,576,1,1,0,0
T1a,3,2015-02-04,8539,805,1,1,0,0
T1b,3,2015-02-04,8224,1125,1,1,0,0
T1c,3,2015-02-04,4465,386,1,1,0,1
T2a,3,2015-02-04,9434,1201,1,1,0,1
T2b,3,2015-02-04,5351,637,1,1,0,0
T2c,3,2015-02-04,9228,807,1,1,0,1
T3a,3,2015-02-04,7977,1016,1,1,0,0
T3b,3,2015-02-04,12063,863,1,1,0,0
T3c,3,2015-02-04,7231,786,1,1,0,0
T3d,3,2015-02-04,4112,539,1,1,0,0
T1a,2,2015-02-03,8490,786,1,1,0,0
T1b,2,2015-02-03,8618,1187,1,1,0,0
T1c,2,2015-02-03,4475,383,1,1,0,1
T2a,2,2015-02-03,9512,1235,1,1,0,1
T2b,2,2015-02-03,6171,664,1,1,0,0
T2c,2,2015-02-03,8958,784,1,1,0,1
T3a,2,2015-02-03,8181,975,1,1,0,1
T3b,2,2015-02-03,12080,841,1,1,0,0
T3c,2,2015-02-03,7553,827,1,1,0,0
T3d,2,2015-02-03,4576,577,1,1,0,0
T1a,1,2015-02-02,9499,868,1,1,0,0
T1b,1,2015-02-02,11126,1353,1,1,0,0
T1c,1,2015-02-02,5807,489,1,1,0,1
T2a,1,2015-02-02,11280,1351,1,1,0,1
T2b,1,2015-02-02,7032,778,1,1,0,0
T2c,1,2015-02-02,10838,952,1,1,0,1
T3a,1,2015-02-02,9351,1080,1,1,0,1
T3b,1,2015-02-02,13360,903,1,1,0,0
T3c,1,2015-02-02,8975,925,1,1,0,0
T3d,1,2015-02-02,5979,707,1,1,0,0
T1a,7,2015-02-01,0,0,0,0,0,0
T1b,7,2015-02-01,0,0,0,0,0,0
T1c,7,2015-02-01,0,0,0,0,0,0
T2a,7,2015-02-01,0,0,0,0,0,0
T2b,7,2015-02-01,0,0,0,0,0,0
T2c,7,2015-02-01,0,0,0,0,0,0
T3a,7,2015-02-01,0,0,0,0,0,0
T3b,7,2015-02-01,0,0,0,0,0,0
T3c,7,2015-02-01,0,0,0,0,0,0
T3d,7,2015-02-01,0,0,0,0,0,0
T1a,6,2015-01-31,8243,829,1,0,0,0
T1b,6,2015-01-31,7522,1110,1,0,0,0
T1c,6,2015-01-31,3808,341,1,0,0,0
T2a,6,2015-01-31,10996,1407,1,0,0,0
T2b,6,2015-01-31,3754,406,1,0,0,0
T2c,6,2015-01-31,5987,563,1,0,0,0
T3a,6,2015-01-31,9068,1085,1,0,0,0
T3b,6,2015-01-31,13432,959,1,0,0,0
T3c,6,2015-01-31,6384,686,1,0,0,0
T3d,6,2015-01-31,2982,329,1,0,0,0
T1a,5,2015-01-30,9427,890,1,1,0,0
T1b,5,2015-01-30,10741,1275,1,1,0,0
T1c,5,2015-01-30,5781,499,1,1,0,0
T2a,5,2015-01-30,10709,1308,1,1,0,0
T2b,5,2015-01-30,5315,566,1,1,0,0
T2c,5,2015-01-30,10325,936,1,1,0,0
T3a,5,2015-01-30,8493,1004,1,1,0,0
T3b,5,2015-01-30,13030,837,1,1,0,0
T3c,5,2015-01-30,8736,901,1,1,0,0
T3d,5,2015-01-30,5203,585,1,1,0,0
T1a,4,2015-01-29,8170,775,1,1,0,0
T1b,4,2015-01-29,6999,958,1,1,0,0
T1c,4,2015-01-29,5244,433,1,1,0,0
T2a,4,2015-01-29,9697,1227,1,1,0,0
T2b,4,2015-01-29,5218,671,1,1,0,0
T2c,4,2015-01-29,9009,883,1,1,0,0
T3a,4,2015-01-29,7278,943,1,1,0,0
T3b,4,2015-01-29,10636,721,1,1,0,0
T3c,4,2015-01-29,6711,705,1,1,0,0
T3d,4,2015-01-29,4466,538,1,1,0,0
T1a,3,2015-01-28,7935,776,1,1,0,0
T1b,3,2015-01-28,6602,893,1,1,0,0
T1c,3,2015-01-28,5050,426,1,1,0,0
T2a,3,2015-01-28,9237,1209,1,1,0,0
T2b,3,2015-01-28,5383,663,1,1,0,0
T2c,3,2015-01-28,9815,875,1,1,0,0
T3a,3,2015-01-28,6987,886,1,1,0,0
T3b,3,2015-01-28,10460,798,1,1,0,0
T3c,3,2015-01-28,6286,677,1,1,0,0
T3d,3,2015-01-28,3564,473,1,1,0,0
T1a,2,2015-01-27,8104,810,1,1,0,0
T1b,2,2015-01-27,7823,1031,1,1,0,0
T1c,2,2015-01-27,5180,426,1,1,0,0
T2a,2,2015-01-27,9564,1245,1,1,0,0
T2b,2,2015-01-27,5153,624,1,1,0,0
T2c,2,2015-01-27,9537,863,1,1,0,0
T3a,2,2015-01-27,7370,962,1,1,0,0
T3b,2,2015-01-27,9385,753,1,1,0,0
T3c,2,2015-01-27,6767,792,1,1,0,0
T3d,2,2015-01-27,5011,619,1,1,0,0
T1a,1,2015-01-26,8323,785,1,1,0,0
T1b,1,2015-01-26,8301,1095,1,1,0,0
T1c,1,2015-01-26,5576,469,1,1,0,0
T2a,1,2015-01-26,10734,1356,1,1,0,0
T2b,1,2015-01-26,7153,715,1,1,0,0
T2c,1,2015-01-26,10211,967,1,1,0,0
T3a,1,2015-01-26,8658,968,1,1,0,0
T3b,1,2015-01-26,14059,1026,1,1,0,0
T3c,1,2015-01-26,7015,788,1,1,0,0
T3d,1,2015-01-26,4167,544,1,1,0,0
T1a,7,2015-01-25,0,0,0,0,0,0
T1b,7,2015-01-25,0,0,0,0,0,0
T1c,7,2015-01-25,0,0,0,0,0,0
T2a,7,2015-01-25,0,0,0,0,0,0
T2b,7,2015-01-25,0,0,0,0,0,0
T2c,7,2015-01-25,0,0,0,0,0,0
T3a,7,2015-01-25,0,0,0,0,0,0
T3b,7,2015-01-25,0,0,0,0,0,0
T3c,7,2015-01-25,0,0,0,0,0,0
T3d,7,2015-01-25,0,0,0,0,0,0
T1a,6,2015-01-24,6150,700,1,0,0,0
T1b,6,2015-01-24,3999,609,1,0,0,0
T1c,6,2015-01-24,3979,367,1,0,0,0
T2a,6,2015-01-24,10984,1400,1,0,0,0
T2b,6,2015-01-24,3273,389,1,0,0,0
T2c,6,2015-01-24,5605,538,1,0,0,0
T3a,6,2015-01-24,7128,989,1,0,0,0
T3b,6,2015-01-24,12710,957,1,0,0,0
T3c,6,2015-01-24,4323,541,1,0,0,0
T3d,6,2015-01-24,1944,244,1,0,0,0
T1a,5,2015-01-23,5848,668,1,0,0,0
T1b,5,2015-01-23,4660,770,1,0,0,0
T1c,5,2015-01-23,4814,437,1,0,0,0
T2a,5,2015-01-23,9073,1203,1,0,0,0
T2b,5,2015-01-23,4194,518,1,0,0,0
T2c,5,2015-01-23,8377,818,1,0,0,0
T3a,5,2015-01-23,6527,935,1,0,0,0
T3b,5,2015-01-23,10419,834,1,0,0,0
T3c,5,2015-01-23,5804,697,1,0,0,0
T3d,5,2015-01-23,3550,491,1,0,0,0
T1a,4,2015-01-22,5504,622,1,0,0,0
T1b,4,2015-01-22,4812,764,1,0,0,0
T1c,4,2015-01-22,4212,408,1,0,0,0
T2a,4,2015-01-22,8005,1093,1,0,0,0
T2b,4,2015-01-22,4041,639,1,0,0,0
T2c,4,2015-01-22,6768,723,1,0,0,0
T3a,4,2015-01-22,6430,852,1,0,0,0
T3b,4,2015-01-22,9436,763,1,0,0,0
T3c,4,2015-01-22,5178,623,1,0,0,0
T3d,4,2015-01-22,3476,486,1,0,0,0
T1a,3,2015-01-21,5418,596,1,0,0,0
T1b,3,2015-01-21,4845,807,1,0,0,0
T1c,3,2015-01-21,3808,373,1,0,0,0
T2a,3,2015-01-21,8604,1134,1,0,0,0
T2b,3,2015-01-21,4008,586,1,0,0,0
T2c,3,2015-01-21,7770,827,1,0,0,0
T3a,3,2015-01-21,6108,889,1,0,0,0
T3b,3,2015-01-21,9506,730,1,0,0,0
T3c,3,2015-01-21,5535,697,1,0,0,0
T3d,3,2015-01-21,3663,554,1,0,0,0
T1a,2,2015-01-20,6148,659,1,0,0,0
T1b,2,2015-01-20,5368,802,1,0,0,0
T1c,2,2015-01-20,4127,384,1,0,0,0
T2a,2,2015-01-20,7513,1071,1,0,0,0
T2b,2,2015-01-20,3876,558,1,0,0,0
T2c,2,2015-01-20,7245,768,1,0,0,0
T3a,2,2015-01-20,5685,840,1,0,0,0
T3b,2,2015-01-20,8939,724,1,0,0,0
T3c,2,2015-01-20,4903,659,1,0,0,0
T3d,2,2015-01-20,3642,489,1,0,0,0
T1a,1,2015-01-19,6041,729,1,0,0,0
T1b,1,2015-01-19,5131,844,1,0,0,0
T1c,1,2015-01-19,4752,462,1,0,0,0
T2a,1,2015-01-19,8974,1226,1,0,0,0
T2b,1,2015-01-19,4488,594,1,0,0,0
T2c,1,2015-01-19,7624,845,1,0,0,0
T3a,1,2015-01-19,6369,892,1,0,0,0
T3b,1,2015-01-19,9005,770,1,0,0,0
T3c,1,2015-01-19,5881,764,1,0,0,0
T3d,1,2015-01-19,4141,560,1,0,0,0
T1a,7,2015-01-18,0,0,0,0,0,0
T1b,7,2015-01-18,0,0,0,0,0,0
T1c,7,2015-01-18,0,0,0,0,0,0
T2a,7,2015-01-18,0,0,0,0,0,0
T2b,7,2015-01-18,0,0,0,0,0,0
T2c,7,2015-01-18,0,0,0,0,0,0
T3a,7,2015-01-18,0,0,0,0,0,0
T3b,7,2015-01-18,0,0,0,0,0,0
T3c,7,2015-01-18,0,0,0,0,0,0
T3d,7,2015-01-18,0,0,0,0,0,0
T1a,6,2015-01-17,6958,750,1,0,0,0
T1b,6,2015-01-17,6378,972,1,0,0,0
T1c,6,2015-01-17,4484,395,1,0,0,0
T2a,6,2015-01-17,11980,1391,1,0,0,0
T2b,6,2015-01-17,3210,385,1,0,0,0
T2c,6,2015-01-17,5914,584,1,0,0,0
T3a,6,2015-01-17,7824,1050,1,0,0,0
T3b,6,2015-01-17,11674,888,1,0,0,0
T3c,6,2015-01-17,5286,641,1,0,0,0
T3d,6,2015-01-17,2854,320,1,0,0,0
T1a,5,2015-01-16,8697,845,1,1,0,0
T1b,5,2015-01-16,8045,1166,1,1,0,0
T1c,5,2015-01-16,5506,480,1,1,0,0
T2a,5,2015-01-16,10003,1231,1,1,0,0
T2b,5,2015-01-16,4617,578,1,1,0,0
T2c,5,2015-01-16,9830,934,1,1,0,0
T3a,5,2015-01-16,8086,1047,1,1,0,0
T3b,5,2015-01-16,12579,969,1,1,0,0
T3c,5,2015-01-16,7418,815,1,1,0,0
T3d,5,2015-01-16,4401,566,1,1,0,0
T1a,4,2015-01-15,6890,710,1,1,0,0
T1b,4,2015-01-15,5725,836,1,1,0,0
T1c,4,2015-01-15,4516,391,1,1,0,0
T2a,4,2015-01-15,8598,1113,1,1,0,0
T2b,4,2015-01-15,5426,713,1,1,0,0
T2c,4,2015-01-15,8567,803,1,1,0,0
T3a,4,2015-01-15,6976,891,1,1,0,0
T3b,4,2015-01-15,12215,877,1,1,0,0
T3c,4,2015-01-15,5871,634,1,1,0,0
T3d,4,2015-01-15,3797,468,1,1,0,0
T1a,3,2015-01-14,7278,725,1,1,0,0
T1b,3,2015-01-14,7746,1043,1,1,0,0
T1c,3,2015-01-14,4846,402,1,1,0,0
T2a,3,2015-01-14,8947,1161,1,1,0,0
T2b,3,2015-01-14,4569,614,1,1,0,0
T2c,3,2015-01-14,9405,894,1,1,0,0
T3a,3,2015-01-14,7996,968,1,1,0,0
T3b,3,2015-01-14,10830,748,1,1,0,0
T3c,3,2015-01-14,6601,720,1,1,0,0
T3d,3,2015-01-14,4292,584,1,1,0,0
T1a,2,2015-01-13,8370,795,1,1,0,0
T1b,2,2015-01-13,7076,993,1,1,0,0
T1c,2,2015-01-13,5650,476,1,1,0,0
T2a,2,2015-01-13,10520,1303,1,1,0,0
T2b,2,2015-01-13,5891,727,1,1,0,0
T2c,2,2015-01-13,9678,936,1,1,0,0
T3a,2,2015-01-13,7165,901,1,1,0,0
T3b,2,2015-01-13,11931,897,1,1,0,0
T3c,2,2015-01-13,7779,799,1,1,0,0
T3d,2,2015-01-13,4087,527,1,1,0,0
T1a,1,2015-01-12,9662,849,1,1,0,0
T1b,1,2015-01-12,9500,1274,1,1,0,0
T1c,1,2015-01-12,5038,455,1,1,0,0
T2a,1,2015-01-12,10255,1267,1,1,0,0
T2b,1,2015-01-12,7258,771,1,1,0,0
T2c,1,2015-01-12,9185,837,1,1,0,0
T3a,1,2015-01-12,9205,1051,1,1,0,0
T3b,1,2015-01-12,15711,1071,1,1,0,0
T3c,1,2015-01-12,7695,793,1,1,0,0
T3d,1,2015-01-12,4748,551,1,1,0,0
T1a,7,2015-01-11,0,0,0,0,0,0
T1b,7,2015-01-11,0,0,0,0,0,0
T1c,7,2015-01-11,0,0,0,0,0,0
T2a,7,2015-01-11,0,0,0,0,0,0
T2b,7,2015-01-11,0,0,0,0,0,0
T2c,7,2015-01-11,0,0,0,0,0,0
T3a,7,2015-01-11,0,0,0,0,0,0
T3b,7,2015-01-11,0,0,0,0,0,0
T3c,7,2015-01-11,0,0,0,0,0,0
T3d,7,2015-01-11,0,0,0,0,0,0
T1a,6,2015-01-10,6780,768,1,0,0,0
T1b,6,2015-01-10,5217,834,1,0,0,0
T1c,6,2015-01-10,4779,424,1,0,0,0
T2a,6,2015-01-10,11907,1472,1,0,0,0
T2b,6,2015-01-10,3462,376,1,0,0,0
T2c,6,2015-01-10,5965,590,1,0,0,0
T3a,6,2015-01-10,7546,986,1,0,0,0
T3b,6,2015-01-10,13145,1002,1,0,0,0
T3c,6,2015-01-10,4786,531,1,0,0,0
T3d,6,2015-01-10,1954,239,1,0,0,0
T1a,5,2015-01-09,8096,740,1,1,0,0
T1b,5,2015-01-09,7803,1091,1,1,0,0
T1c,5,2015-01-09,3852,365,1,1,0,0
T2a,5,2015-01-09,8412,1059,1,1,0,0
T2b,5,2015-01-09,5152,590,1,1,0,0
T2c,5,2015-01-09,7612,713,1,1,0,0
T3a,5,2015-01-09,7779,916,1,1,0,0
T3b,5,2015-01-09,12386,893,1,1,0,0
T3c,5,2015-01-09,6200,668,1,1,0,0
T3d,5,2015-01-09,3086,389,1,1,0,0
T1a,4,2015-01-08,7635,721,1,1,0,0
T1b,4,2015-01-08,5005,737,1,1,0,0
T1c,4,2015-01-08,4210,411,1,1,0,0
T2a,4,2015-01-08,9084,1153,1,1,0,0
T2b,4,2015-01-08,5449,708,1,1,0,0
T2c,4,2015-01-08,8357,770,1,1,0,0
T3a,4,2015-01-08,6500,801,1,1,0,0
T3b,4,2015-01-08,12933,943,1,1,0,0
T3c,4,2015-01-08,5405,619,1,1,0,0
T3d,4,2015-01-08,4146,536,1,1,0,0
T1a,3,2015-01-07,8303,796,1,1,0,0
T1b,3,2015-01-07,7113,1027,1,1,0,0
T1c,3,2015-01-07,5022,440,1,1,0,0
T2a,3,2015-01-07,9373,1181,1,1,0,0
T2b,3,2015-01-07,6853,806,1,1,0,0
T2c,3,2015-01-07,9484,877,1,1,0,0
T3a,3,2015-01-07,7845,993,1,1,0,0
T3b,3,2015-01-07,15628,1064,1,1,0,0
T3c,3,2015-01-07,7235,737,1,1,0,0
T3d,3,2015-01-07,4449,603,1,1,0,0
T1a,2,2015-01-06,8654,812,1,1,0,1
T1b,2,2015-01-06,8172,1225,1,1,0,1
T1c,2,2015-01-06,5561,479,1,1,0,0
T2a,2,2015-01-06,10999,1292,1,1,0,0
T2b,2,2015-01-06,0,0,0,1,a,0
T2c,2,2015-01-06,9576,914,1,1,0,0
T3a,2,2015-01-06,8147,1022,1,1,0,0
T3b,2,2015-01-06,0,0,0,1,a,0
T3c,2,2015-01-06,8043,828,1,1,0,1
T3d,2,2015-01-06,4488,560,1,1,0,1
T1a,1,2015-01-05,9332,910,1,1,0,1
T1b,1,2015-01-05,11784,1468,1,1,0,1
T1c,1,2015-01-05,6026,516,1,1,0,0
T2a,1,2015-01-05,11707,1450,1,1,0,0
T2b,1,2015-01-05,8990,762,1,1,0,1
T2c,1,2015-01-05,10858,977,1,1,0,0
T3a,1,2015-01-05,9684,1137,1,1,0,1
T3b,1,2015-01-05,19001,1319,1,1,0,1
T3c,1,2015-01-05,9327,956,1,1,0,1
T3d,1,2015-01-05,6803,750,1,1,0,1
T1a,7,2015-01-04,0,0,0,0,0,0
T1b,7,2015-01-04,0,0,0,0,0,0
T1c,7,2015-01-04,0,0,0,0,0,0
T2a,7,2015-01-04,0,0,0,0,0,0
T2b,7,2015-01-04,0,0,0,0,0,0
T2c,7,2015-01-04,0,0,0,0,0,0
T3a,7,2015-01-04,0,0,0,0,0,0
T3b,7,2015-01-04,0,0,0,0,0,0
T3c,7,2015-01-04,0,0,0,0,0,0
T3d,7,2015-01-04,0,0,0,0,0,0
T1a,6,2015-01-03,6521,739,1,0,0,0
T1b,6,2015-01-03,5396,859,1,0,0,0
T1c,6,2015-01-03,3912,372,1,0,0,0
T2a,6,2015-01-03,11268,1402,1,0,0,0
T2b,6,2015-01-03,3050,346,1,0,0,0
T2c,6,2015-01-03,6708,616,1,0,0,0
T3a,6,2015-01-03,7806,1011,1,0,0,0
T3b,6,2015-01-03,13545,960,1,0,0,0
T3c,6,2015-01-03,4924,575,1,0,0,0
T3d,6,2015-01-03,2447,299,1,0,0,0
T1a,5,2015-01-02,6882,731,1,0,0,1
T1b,5,2015-01-02,6939,1062,1,0,0,1
T1c,5,2015-01-02,5137,448,1,0,0,1
T2a,5,2015-01-02,10431,1284,1,0,0,1
T2b,5,2015-01-02,5618,540,1,0,0,1
T2c,5,2015-01-02,9513,887,1,0,0,1
T3a,5,2015-01-02,7403,979,1,0,0,1
T3b,5,2015-01-02,14789,1015,1,0,0,1
T3c,5,2015-01-02,6772,741,1,0,0,1
T3d,5,2015-01-02,4406,557,1,0,0,1
T1a,4,2015-01-01,0,0,0,0,a,1
T1b,4,2015-01-01,0,0,0,0,a,1
T1c,4,2015-01-01,0,0,0,0,a,1
T2a,4,2015-01-01,0,0,0,0,a,1
T2b,4,2015-01-01,0,0,0,0,a,1
T2c,4,2015-01-01,0,0,0,0,a,1
T3a,4,2015-01-01,0,0,0,0,a,1
T3b,4,2015-01-01,0,0,0,0,a,1
T3c,4,2015-01-01,0,0,0,0,a,1
T3d,4,2015-01-01,0,0,0,0,a,1
T1a,3,2014-12-31,4770,578,1,0,0,1
T1b,3,2014-12-31,4310,568,1,0,0,1
T1c,3,2014-12-31,3691,392,1,0,0,1
T2a,3,2014-12-31,9665,1107,1,0,0,1
T2b,3,2014-12-31,3507,375,1,0,0,1
T2c,3,2014-12-31,6318,594,1,0,0,1
T3a,3,2014-12-31,6020,763,1,0,0,1
T3c,3,2014-12-31,5065,584,1,0,0,1
T3d,3,2014-12-31,2494,315,1,0,0,1
T1a,2,2014-12-30,9277,920,1,0,0,1
T1b,2,2014-12-30,9070,1279,1,0,0,1
